Year,TRIFD,FRS_ID,Facility_Name,Street_Address,City,County,State,ZIP,Latitude,Longitude,Horizontal_Datum,Parent_Co_Name,Standard_Parent_Co_Name,Federal_Facilty,Industry_Sector_Code,Industry_Sector,Doc_Ctrl_Num,Chemical,Elemental_Metal_Included,Clean_air_act_chemical,Classification,Metal,Metal_Category,Carcinogen,Unit_of_measure,Fugitive_air,Stack_air,Water,Underground,Underground_CL_I,Underground_C_II-V,LANDFILLS,RCRA_C_Landfills,Other_Landfills,Surface_Impndmt,RCRA_Surface_IM,Other_Surface_I,Other_Disposal,On_Site_Release_Total,POTW_Total_Transfers,Off_Site_Release_Total,Off_Site_Recycled_Total,Off_Site_Energy_Recovery_T,Off_Site_Treated_Total,Unclassified,Total_Transfer,Total_Releases,Releases
1987,75606STMCN300IN,1.10021E+11,STEMCO LP,300 INDUSTRIAL DR,LONGVIEW,HARRISON,TX,75602,32.4944,-94.6858,NAD83,ENPRO INDUSTRIES INC,ENPRO INDUSTRIES INC,NO,339,Miscellaneous Manufacturing,1.38701E+12,Ethylene oxide,NO,YES,TRI,NO,Non_Metal,YES,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,23000,0,0
1987,75062MRDCK5100A,1.10007E+11,EDWARDS AEROSPACE INC,5100 AIRPORT FWY  WEST,IRVING,DALLAS,TX,750625805,32.83664,-97.02629,NAD83,NA,,NO,336,Transportation Equipment,1.38701E+12,"1,1,1-Trichloroethane",NO,YES,TRI,NO,Non_Metal,NO,Pounds,46800,109200,0,0,0,0,0,0,0,0,0,0,0,156000,0,0,0,0,0,0,0,156000,0
1987,77507FMCCR12000,1.10071E+11,EVONIK ACTIVE OXYGENS LLC BAYPORT PLANT,12000 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,29.62524,-95.04498,NAD83,EVONIK CORP,EVONIK CORP,NO,325,Chemicals,1.38701E+12,"1,2,4-Trimethylbenzene",NO,NO,TRI,NO,Non_Metal,NO,Pounds,3266,6979,0,0,0,0,0,0,0,0,0,0,0,10245,0,500,0,0,577,0,1077,10745,0
1987,75134PHLPS151IN,1.1E+11,AQUATIC CO,151 IND US TRIAL ST,LANCASTER,DALLAS,TX,75134,32.61297,-96.74059,NAD83,AMERICAN BATH GROUP LLC,AMERICAN BATH GROUP LLC,NO,326,Plastics and Rubber,1.38701E+12,Dichloromethane,NO,YES,TRI,NO,Non_Metal,YES,Pounds,8375,0,0,0,0,0,0,0,0,0,0,0,0,8375,0,0,0,0,3025,0,3025,8375,0
1987,77011LCTRC216BA,1.1E+11,ELECTRO-COATINGS OF TEXAS INC,216 BAYWOOD ST,HOUSTON,HARRIS,TX,77011,29.74686,-95.31829,NAD83,ACME HOLDINGS INC,ACME HOLDINGS INC,NO,332,Fabricated Metals,1.38701E+12,Nitric acid,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0
1987,77501RSTCH4403L,1.10002E+11,BASF CORP PASADENA PLANT,4403 LAPORTE HWY 225,PASADENA,HARRIS,TX,77503,29.731639,-95.152083,NAD83,BASF CORP,BASF CORP,NO,325,Chemicals,1.38701E+12,Chlorine,NO,YES,TRI,NO,Non_Metal,NO,Pounds,95,25,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,120,0
1987,79922CHMRX4600R,1.1E+11,REXCEL COATINGS CORP,4600 RIPLEY DR,EL PASO,EL PASO,TX,79922,31.8316,-106.57106,NAD83,NA,NA,NO,325,Chemicals,1.38701E+12,Xylene (mixed isomers),NO,YES,TRI,NO,Non_Metal,NO,Pounds,452,194,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,646,0
1987,75081SRGRD514BI,1.10002E+11,SUREGUARD INC,514 BISHOP AVE,RICHARDSON,DALLAS,TX,75081,32.95689,-96.72935,NAD83,NA,,NO,325,Chemicals,1.38701E+12,Acetone,NO,NO,TRI,NO,Non_Metal,NO,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,500,0,0,250,0,0,0,250,500,0
1987,75098XTRDR404HI,1.10001E+11,ATRIUM COMPANIES INC EXTRUDERS DIV,404 HWY 78,WYLIE,COLLIN,TX,750981719,33.014786,-96.535574,NAD83,ATRIUM COMPANIES INC,,NO,331,Primary Metals,1.38701E+12,Chromium,NO,YES,TRI,YES,Elemental metals,NO,Pounds,0,0,0,0,0,0,32677,0,0,0,0,0,0,32677,0,3267,0,0,0,0,3267,35944,0
1987,77927SMLSS9660C,1.10002E+11,PROFESSIONAL MEDICAL PRODS SEAMLESS DIV,9660-C PLAZA CIR,EL PASO,EL PASO,TX,79927,31.67086,-106.3175,NAD83,PROFESSIONAL MEDICAL PRODS INC,,NO,326,Plastics and Rubber,1.38701E+12,Ethylene oxide,NO,YES,TRI,NO,Non_Metal,YES,Pounds,0,750,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,750,0
1987,77511MCCHM2MISO,1.10001E+11,INEOS USA LLC - CHOCOLATE BAYOU PLANT,2 MILES S OF INTERSECTION FM2004 & FM2917,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,NAD83,INEOS US I INC,INEOS USA LLC,NO,324,Petroleum,1.38701E+12,Zinc compounds,NO,NO,TRI,YES,Metal complound categories,NO,Pounds,0,0,580,0,0,0,160,0,0,0,0,0,0,740,0,130,0,0,0,0,130,870,0
1987,77507PTRLT13200,1.1E+11,BAKER PETROLITE BAYPORT FACILI TY,13200 BAY PARK RD,PASADENA,HARRIS,TX,77507,29.647681,-95.063794,NAD83,BAKER HUGHES HOLDINGS LLC,BAKER HUGHES HOLDINGS LLC,NO,325,Chemicals,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,2400,250,0,0,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,2650,0
1987,76240GLSTCWESTH,1.10027E+11,GLASTEC,"WEST HWY 82, WESTAIR INDL PARK",GAINESVILLE,COOKE,TX,76240,33.641114,-97.209784,NAD83,ELIER MFG INC,,NO,326,Plastics and Rubber,1.38701E+12,Acetone,NO,NO,TRI,NO,Non_Metal,NO,Pounds,36100,0,0,0,0,0,0,0,0,0,0,0,0,36100,0,0,0,0,2600,0,2600,36100,0
1987,76107DNLRD2733C,1.10002E+11,DANIEL RADIATOR CORP,2733 CULLEN ST,FORT WORTH,TARRANT,TX,76107,32.76153,-97.35589,NAD83,HANDY & HARMAN,,NO,336,Transportation Equipment,1.38701E+12,Copper,NO,NO,TRI,YES,Elemental metals,NO,Pounds,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,0
1987,78410CCPCC1501M,1.1E+11,EQUISTAR CHEMICALS LP,1501 MCKINZIE RD,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,NAD83,LYONDELLBASELL INDUSTRIES,LYONDELLBASELL FINANCE CO,NO,325,Chemicals,1.38701E+12,Benzene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,57000,0,250,13000,0,0,0,0,0,0,0,0,0,70250,0,0,0,0,0,0,0,70250,0
1987,77562HPRTN409EA,1.1E+11,ZXP TECHNOLOGIES LLC,409 E WALLISVILLE RD,HIGHLANDS,HARRIS,TX,77562,29.81527,-95.0525,NAD83,NA,NA,NO,324,Petroleum,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,75006KTCHM1200W,1.10009E+11,FUJIFILM ULTRA PURE SOLUTIONS INC.,1200 W JACKSON RD,CARROLLTON,DALLAS,TX,75006,32.9757,-96.91866,NAD83,FUJIFILM ELECTRONIC MATERIALS USA INC.,FUJIFILM ELECTRONIC MATERIALS USA INC,NO,325,Chemicals,1.38701E+12,Certain glycol ethers,NO,YES,TRI,NO,May contain metal,NO,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,1620,0,1360,0,2980,250,0
1987,75041NNCRB2326L,1.10038E+11,ONA POLYMERS LLC,2326 LONNECKER DR,GARLAND,DALLAS,TX,75041,32.88882,-96.67347,NAD83,ONA POLYMERS LLC,ONA POLYMERS LLC,NO,325,Chemicals,1.38701E+12,Acrylic acid,NO,YES,TRI,NO,Non_Metal,NO,Pounds,1,6,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,3,0,8,12,0
1987,75160VSTWL803AI,1.1E+11,OLDCASTLE BUILDING ENVELOPE - TEXAS FACILITY,803 AIRPORT RD,TERRELL,KAUFMAN,TX,75160,32.72053,-96.26968,NAD83,KPS CAPITAL PARTNERS,KPS CAPITAL PARTNERS,NO,331,Primary Metals,1.38701E+12,Certain glycol ethers,NO,YES,TRI,NO,May contain metal,NO,Pounds,1100,11000,0,0,0,0,0,0,0,0,0,0,0,12100,0,0,0,0,0,0,0,12100,0
1987,75041SLCNM2613I,1.10001E+11,AMERICAN SILICON PRODS,2613 INDUSTRIAL LN,GARLAND,DALLAS,TX,750412381,32.88567,-96.67572,NAD83,SEMICONDUCTOR PACKAGING MATERIALS CO INC,,NO,334,Computers and Electronic Products,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250,0,250,0,0
1987,79767BGTHR3001S,1.10002E+11,BIG THREE IND INC ODESSA AIR SEPARATION PLANT,3001 S DIXIE DR,ODESSA,ECTOR,TX,79766,31.82139,-102.34704,NAD83,AIR LIQUIDE AMERICA CORP,,NO,325,Chemicals,1.38701E+12,Sodium sulfate (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,470965,0,0,0,470965,0,0,0,0,0,0,0,470965,0
1987,77983RCCRBHWY18,1.10044E+11,SEADRIFT COKE LP,8618 HWY 185 N,PORT LAVACA,CALHOUN,TX,77979,28.51343,-96.794646,NAD83,GRAFTECH INTERNATIONAL LTD,GRAFTECH INTERNATIONAL LTD,NO,324,Petroleum,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0
1987,77641TXCCHGATE2,1.10001E+11,MOTIVA - PORT ARTHUR CHEMICALS,4241 SAVANNAH AVE,PORT ARTHUR,JEFFERSON,TX,77640,29.892778,-93.973333,NAD83,ARAMCO SERVICES CO,ARAMCO SERVICES CO,NO,325,Chemicals,1.38701E+12,Formaldehyde,NO,YES,TRI,NO,Non_Metal,YES,Pounds,750,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,750,0
1987,75668LNSTRHWY25,1.10014E+11,LONE STAR TUBULAR OPERATIONS,6866 HIGHWAY 259 SOUTH,LONE STAR,MORRIS,TX,75668,32.93832,-94.690216,NAD83,US STEEL CORP,US STEEL CORP,NO,331,Primary Metals,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,1700,0,5190,0,0,0,27000,0,0,0,0,0,0,33890,0,1400,0,0,0,0,1400,35290,0
1987,77705LNCRP1400O,1.1E+11,CHEMTRADE REFINERY SERVICES INC.,1400 OLIN RD,BEAUMONT,JEFFERSON,TX,77705,30.046389,-94.068889,NAD83,CHEMTRADE HOLDCO US INC,CHEMTRADE HOLDCO US INC,NO,325,Chemicals,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,Non_Metal,NO,Pounds,4,15927,0,0,0,0,0,0,0,0,0,0,0,15931,0,0,0,0,4897,0,4897,15931,0
1987,77520DVNCD5501B,1.1E+11,MONUMENT CHEMICAL BAYTOWN LLC,5501 BAKER RD,BAYTOWN,HARRIS,TX,77520,29.763056,-95.0225,NAD83,MONUMENT CHEMICAL LLC,MONUMENT CHEMICAL LLC,NO,325,Chemicals,1.38701E+12,Acetaldehyde,NO,YES,TRI,NO,Non_Metal,YES,Pounds,161,2220,1,0,0,0,0,0,0,0,0,0,0,2382,0,21164,0,0,0,0,21164,23546,0
1987,78219GRNTL4518S,1.10002E+11,GRANT-LYDICK BEVERAGE CO,4518 OLD SEQUIN RD,SAN ANTONIO,BEXAR,TX,78219,29.460325,-98.403152,NAD83,NA,,NO,3121,Beverages,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,50000,0,50000,0,0
1987,77571LPRTC2400M,1.10018E+11,OXY VINYLS LP LA PORTE VCM PLANT,2400 MILLER CUTOFF RD,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,NAD83,OCCIDENTAL CHEMICAL HOLDING CORP,OCCIDENTAL PETROLEUM CORP,NO,325,Chemicals,1.38701E+12,Chloroethane,NO,YES,TRI,NO,Non_Metal,NO,Pounds,44,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0
1987,77041GRDSM11502,1.10002E+11,GUARDSMAN PRODS INC,11502 CHARLES ST,HOUSTON,HARRIS,TX,77041,29.884045,-95.581999,NAD83,NA,,NO,325,Chemicals,1.38701E+12,Xylene (mixed isomers),NO,YES,TRI,NO,Non_Metal,NO,Pounds,1900,7900,0,0,0,0,0,0,0,0,0,0,250,10050,0,250,21100,0,5300,0,26650,10300,0
1987,77044CHMPN11611,1.10001E+11,ABITIBI-CONSOLIDATED CORP,18511 BEAUMONT HWY,HOUSTON,HARRIS,TX,77049,29.87449,-95.106947,NAD83,NA,,NO,322,Paper,1.38701E+12,Sodium sulfate (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,26894624,0,0,0,8059,0,0,0,0,0,0,26902683,0,0,0,0,0,0,0,26902683,0
1987,78408STHWS1700N,1.10038E+11,FLINT HILLS RESOURCES CORPUS CHRISTI LLC - EAST PLANT,1700 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407,27.801778,-97.423972,NAD83,KOCH INDUSTRIES INC,KOCH INDUSTRIES INC,NO,324,Petroleum,1.38701E+12,Manganese compounds,NO,YES,TRI,YES,Metal complound categories,NO,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,250,0
1987,78744LCKHD6800B,1.10002E+11,LOCKHEED MISSILES & SPACE CO AUSTIN DIV,6800 BURLESON RD,AUSTIN,TRAVIS,TX,787441016,30.201226,-97.709234,NAD83,LOCKHEED MARTIN CORP,,NO,336,Transportation Equipment,1.38701E+12,"1,1,1-Trichloroethane",NO,YES,TRI,NO,Non_Metal,NO,Pounds,900,3400,0,0,0,0,0,0,0,0,0,0,0,4300,5,0,0,0,5505,0,5505,4300,0
1987,76086CHMCL1020E,1.1E+11,WEATHERFORD AEROSPACE LLC,1020 E COLUMBIA ST,WEATHERFORD,PARKER,TX,76086,32.7557,-97.78078,NAD83,NOVARIA GROUP,NOVARIA GROUP,NO,332,Fabricated Metals,1.38701E+12,Tetrachlorvinphos,NO,NO,TRI,NO,Non_Metal,YES,Pounds,3440,6975,0,0,0,0,0,0,0,0,0,0,0,10415,0,0,0,0,0,0,0,10415,0
1987,77015PRCTM16402,1.10001E+11,PRECOAT METALS DIV SEQUA CORP,16402 JACINTOPORT BLVD,HOUSTON,HARRIS,TX,77015,29.75564,-95.11109,NAD83,AZZ INC,AZZ INC,NO,332,Fabricated Metals,1.38701E+12,n-Butyl alcohol,NO,NO,TRI,NO,Non_Metal,NO,Pounds,1080,8010,0,0,0,0,0,0,0,0,0,0,0,9090,0,0,0,0,750,0,750,9090,0
1987,75801MRRYC2002T,1.10001E+11,MOOG AUTOMOTIVE MURRAY DIV,2002 TILE FACTORY RD,PALESTINE,ANDERSON,TX,75801,31.73076,-95.67611,NAD83,COOPER INDUSTRIES INC,,NO,333,Machinery,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,750,0,0,0,750,27000,750,0,0,27000,0,27750,1500,0
1987,77704MBLC2GULFS,1.10067E+11,EXXONMOBIL OIL CORP BCSP (DBA MOBIL CHEMICAL CO),2775 GULF STATES RD,BEAUMONT,JEFFERSON,TX,77704,30.061002,-94.068815,NAD83,EXXON MOBIL CORP,,NO,325,Chemicals,1.38701E+12,Methyl acrylate,NO,NO,TRI,NO,Non_Metal,YES,Pounds,552,256,0,0,0,0,0,0,0,0,0,0,0,808,0,0,0,0,0,0,0,808,0
1987,77541THDWCBUILD,1.10008E+11,DOW CHEMICAL CO FREEPORT FACILITY,2301 N BRAZOSPORT BLVD,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,NAD83,THE DOW CHEMICAL CO,DOW INC,NO,325,Chemicals,1.38701E+12,Formaldehyde,NO,YES,TRI,NO,Non_Metal,YES,Pounds,320,7400,0,0,0,0,0,0,0,0,0,0,0,7720,0,0,0,0,0,0,0,7720,0
1987,75792GBRLTHWY15,1.10001E+11,GIBRALTOR CHEMICAL RESOURCES,HWY 155,WINONA,SMITH,TX,75792,32.465828,-95.175781,NAD83,NA,,NO,562,Hazardous Waste,1.38701E+12,Methyl ethyl ketone,NO,NO,TRI,NO,Non_Metal,NO,Pounds,250,250,0,250,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,750,0
1987,77507LPSPR9802F,1.1E+11,SUNOCO CHEMICALS INC,9802 FAIRMONT PKWY,PASADENA,HARRIS,TX,77507,29.65101,-95.08707,NAD83,SUNOCO INC,,NO,325,Chemicals,1.38701E+12,Sodium sulfate (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,0,0,0,110000,0,110000,0,0
1987,75203KFRMS1114N,1.1E+11,OAK FARMS DAIRY,1114 N LANCASTER AVE,DALLAS,DALLAS,TX,75203,32.76,-96.81422,NAD83,SOUTHERN FOODS GROUP LLC,DEAN FOODS CO,NO,311,Food,1.38701E+12,Ammonia,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,750,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,750,0
1987,77012XDNCR101CO,1.1E+11,HUNTSMAN INTERNATIONAL LLC,101 CONCRETE ST,HOUSTON,HARRIS,TX,77012,29.72061,-95.27017,NAD83,NA,HUNTSMAN CORP,NO,325,Chemicals,1.38701E+12,Ethylene glycol,NO,YES,TRI,NO,Non_Metal,NO,Pounds,250,0,130,0,0,0,0,0,0,0,0,0,0,380,0,141900,0,0,9900,0,151800,142280,0
1987,77630QTBLB13THF,1.10001E+11,EQUITABLE BAG CO INC,13TH & FRONT STS,ORANGE,ORANGE,TX,776300507,30.091105,-93.742588,NAD83,EQUITABLE BAG CO,,NO,322,Paper,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,76110BNHGN2912W,1.10001E+11,BEN HOGAN CO,2912 W PAFFORD ST,FORT WORTH,TARRANT,TX,761102912,32.6922,-97.35948,NAD83,AMF GROUP INC,,NO,339,Miscellaneous Manufacturing,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,2750,2750,0
1987,75098XTRDR404HI,1.10001E+11,ATRIUM COMPANIES INC EXTRUDERS DIV,404 HWY 78,WYLIE,COLLIN,TX,750981719,33.014786,-96.535574,NAD83,ATRIUM COMPANIES INC,,NO,331,Primary Metals,1.38701E+12,Certain glycol ethers,NO,YES,TRI,NO,May contain metal,NO,Pounds,0,423,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,423,0,423,423,0
1987,75702LGLRL1702E,1.1E+11,DELEK TYLER REFINERY,1702 E COMMERCE ST,TYLER,SMITH,TX,75702,32.362643,-95.280179,NAD83,DELEK US HOLDINGS INC,DELEK US HOLDINGS INC,NO,324,Petroleum,1.38701E+12,Toluene,NO,YES,TRI,NO,Non_Metal,NO,Pounds,12000,28000,0,0,0,0,250,0,0,0,0,0,0,40250,0,0,0,0,0,0,0,40250,0
1987,77592TXSCTLOOP1,1.10033E+11,VALERO REFINING-TEXAS LP,1301 LOOP 197 S,TEXAS CITY,GALVESTON,TX,77590,29.369167,-94.911111,NAD83,VALERO ENERGY CORP,VALERO ENERGY CORP,NO,324,Petroleum,1.38701E+12,Antimony compounds,NO,YES,TRI,YES,Metal complound categories,NO,Pounds,0,408,0,0,0,0,0,0,0,0,0,0,0,408,0,373,0,0,0,0,373,781,0
1987,75662SKTRP1SKEE,1.1E+11,SKEETER PRODUCTS INC.,1 SKEETER RD,KILGORE,GREGG,TX,75662,32.40541,-94.85082,NAD83,YAMAHA MOTOR CORP USA,YAMAHA MOTOR CORP USA,NO,336,Transportation Equipment,1.38701E+12,Styrene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,64249,33852,0,0,0,0,0,0,0,0,0,0,0,98101,0,0,0,0,0,0,0,98101,0
1987,75710TYLRPHIGHW,1.10029E+11,TYLER PIPE CO,11910 CR 492,TYLER,SMITH,TX,75706,32.43442,-95.36285,NAD83,MCWANE INC,MCWANE INC,NO,331,Primary Metals,1.38701E+12,Phosphoric acid,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,23510,0,0,0,0,0,0,0,0,0,0,23510,0,0,0,0,0,0,0,23510,0
1987,77571DPNTL12501,1.1E+11,LAPORTE RAIL & TERMINAL LLC,12501 STRANG RD,LA PORTE,HARRIS,TX,77571,29.700264,-95.036967,NAD83,NA,LAPORTE RAIL & TERMINAL LLC,NO,325,Chemicals,1.387E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,250000,250000,0
1987,77008THVLS2503W,1.10002E+11,VALSPAR CORP,2503 W 11 ST,HOUSTON,HARRIS,TX,77008,29.78921,-95.426766,NAD83,VALSPAR CORP,,NO,325,Chemicals,1.38701E+12,Ethylene glycol,NO,YES,TRI,NO,Non_Metal,NO,Pounds,1233,250,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,1483,0
1987,77520MBYCR8500W,1.1E+11,COVESTRO LLC,8500 W BAY RD MS-21,BAYTOWN,CHAMBERS,TX,77523,29.7575,-94.903056,NAD83,COVESTRO LLC,COVESTRO LLC,NO,325,Chemicals,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,NO,TRI,NO,Non_Metal,NO,Pounds,7600,900,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,0,0,0,0,8500,0
1987,78741DVNCD5204E,1.1E+11,SPANSION LLC,5204 E BEN WHITE BLVD,AUSTIN,TRAVIS,TX,78741,30.2175,-97.723056,NAD83,NA,CYPRESS SEMICONDUCTOR CORP,NO,334,Computers and Electronic Products,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,500,0
1987,75165WNSCRHWY35,1.1E+11,OWENS CORNING INSULATING SYSTEMS LLC - WAXAHACHIE,3700 N INTERSTATE HWY 35E,WAXAHACHIE,ELLIS,TX,75165,32.44126,-96.85039,NAD83,OWENS CORNING,OWENS CORNING,NO,327,Nonmetallic Mineral Product,1.38701E+12,Barium compounds (except for barium sulfate (CAS No. 7727-43-7)),NO,NO,TRI,NO,Metal complound categories,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,0,0,0,0,57000,57000,0
1987,75041CRRLL2900W,1.1E+11,CARROLL CLEAN,2900 W KINGSLEY RD,GARLAND,DALLAS,TX,75041,32.87882,-96.6737,NAD83,NA,NA,NO,325,Chemicals,1.38701E+12,Phosphoric acid,NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,250,0,250,0,0
1987,76106TXSRF901NO,1.10035E+11,TEXAS REFINERY CORP.,901 N HOUSTON ST,FORT WORTH,TARRANT,TX,76164,32.76887,-97.34473,NAD83,TEXAS REFINERY CORP,TEXAS REFINERY CORP,NO,324,Petroleum,1.38701E+12,Ethylene glycol,NO,YES,TRI,NO,Non_Metal,NO,Pounds,0,250,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,250,0
1987,75235MRRLL2712A,1.10001E+11,MORRELL PLATING CO,2712 ANSON RD,DALLAS,DALLAS,TX,75235,32.836374,-96.850841,NAD83,NA,,NO,332,Fabricated Metals,1.38701E+12,Sodium hydroxide (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,77536TXSLK730BA,1.1E+11,NOURYON FUNCTIONAL CHEMICALS LLC,730 INDEPENDENCE PKWY S,LA PORTE,HARRIS,TX,77571,29.687314,-95.12114,NAD83,NOURYON USA LLC,NOURYON CHEMICALS LLC,NO,325,Chemicals,1.38701E+12,Aluminum (fume or dust),NO,NO,TRI,NO,Metals with qualifiers,NO,Pounds,250,0,250,0,0,0,0,0,0,0,0,0,250,750,0,6500,0,0,103000,0,109500,7250,0
1987,77507FMCCR12000,1.10071E+11,EVONIK ACTIVE OXYGENS LLC BAYPORT PLANT,12000 BAY AREA BLVD,PASADENA,HARRIS,TX,77507,29.62524,-95.04498,NAD83,EVONIK CORP,EVONIK CORP,NO,325,Chemicals,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,1141,2,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,1143,0
1987,75034GNBNCSOUTH,1.10038E+11,EXIDE TECHNOLOGIES FRISCO RECYCLING CENTER,7471 S FIFTH ST,FRISCO,COLLIN,TX,75034,33.14233,-96.82486,NAD83,EXIDE TECHNOLOGIES,EXIDE TECHNOLOGIES,NO,331,Primary Metals,1.38701E+12,Sodium sulfate (solution),NO,NO,TRI,NO,Non_Metal,NO,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700000,0,0,0,6700000,0,6700000,0,0
1987,77571LPRTC2400M,1.10018E+11,OXY VINYLS LP LA PORTE VCM PLANT,2400 MILLER CUTOFF RD,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,NAD83,OCCIDENTAL CHEMICAL HOLDING CORP,OCCIDENTAL PETROLEUM CORP,NO,325,Chemicals,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,YES,TRI,NO,Non_Metal,NO,Pounds,30123,2920,0,0,0,0,0,0,0,0,0,0,0,33043,0,0,0,0,0,0,0,33043,0
1987,77704DPNTBSTATE,1.10034E+11,THE DOW CHEMICAL CO - BEAUMONT ANILINE,5470 N TWIN CITY HWY,NEDERLAND,JEFFERSON,TX,77627,30.014764,-94.028837,NAD83,DOW INC,DOW INC,NO,325,Chemicals,1.387E+12,Benzene,NO,YES,TRI,NO,Non_Metal,YES,Pounds,2200,76000,750,2400,0,0,0,0,0,0,0,0,0,81350,0,200,0,0,14600,0,14800,81550,0
