1. YEAR,2. TRIFD,3. FRS_ID,4. FACILITY_NAME,5. STREET_ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT_CO_NAME,16. PARENT CO DB NUM,17. STANDARD_PARENT_CO_NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY_SECTOR_CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
1987,78071DMNDS301LE,1.1E+11,VALERO THREE RIVERS REFINERY,301 LEROY ST,THREE RIVERS,LIVE OAK,TX,78071,,,28.456667,-98.190277,NAD83,VALERO ENERGY CORP,082686916,VALERO ENERGY CORP,1.1E+11,NA,,NO,324,Petroleum,2911,,,,,,324110,,,,,,1.38701E+12,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,8900,1400,0,0,0,0,0,0,0,3,0,0,0,0,10303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,10304,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77705SNDZCRT4BO,1.1E+11,BASF CORP - BEAUMONT,14385 W PORT ARTHUR RD,BEAUMONT,JEFFERSON,TX,77705,,,29.971389,-94.053333,NAD83,BASF CORP,071014385,BASF CORP,1.1E+11,BASF SE,,NO,325,Chemicals,INVA,,,,,,325320,,,,,,1.38701E+12,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2389,250,0,18000,0,0,0,0,0,0,0,0,0,0,20639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6328,0,0,0,0,6328,0,6328,20639,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77506PHLLP1400J,1.1E+11,CHEVRON PHILLIPS CHEMICAL CO - PASADENA PLASTICS COMPLEX,1400 JEFFERSON RD,PASADENA,HARRIS,TX,77506,,,29.731,-95.189,NAD83,CHEVRON PHILLIPS CHEMICAL CO LLC,152975665,CHEVRON PHILLIPS CHEMICAL CO LLC,1.1E+11,NA,,NO,325,Chemicals,2821,2869,,,,,325211,,,,,,1.38701E+12,Propylene,NO,0000115071,115-07-1,29009,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,80000,371000,0,0,0,0,0,0,0,0,0,0,0,0,451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77501GRGGL3503P,1.1E+11,INEOS PHENOL,3503 PASADENA FWY,PASADENA,HARRIS,TX,77503,,,29.73,-95.154722,NAD83,INEOS AMERICAS LLC,008188117,INEOS AMERICAS LLC,1.1E+11,NA,,NO,325,Chemicals,2865,NA,,,,,325193,,,,,,1.38701E+12,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,55000,3400,250,0,0,0,0,0,0,0,0,0,0,0,58650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58651,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77586HCHST11807,1.10064E+11,CELANESE LTD BAYPORT TERMINAL,11807 PORT RD,SEABROOK,HARRIS,TX,77586,,,29.60401,-95.02457,NAD83,CELANESE AMERICAS CORP,947592879,,1.10064E+11,,,NO,4246,Chemical Wholesalers,5161,,,,,,424690,,,,,,1.38701E+12,Formaldehyde,NO,0000050000,50-00-0,1008,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,76040CNNDS1101P,1.10001E+11,I-CON INDUSTRIES INC,1101 PAMELA DR,EULESS,TARRANT,TX,76040,,,32.82126,-97.11023,NAD83,NA,NA,,1.10001E+11,,,NO,334,Computers and Electronic Products,3470,,,,,,334412,,,,,,1.38701E+12,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,0007664939,7664-93-9,152405,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,6550,0,6550,0,12750,6700,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75090SCRMY4700H,1.10064E+11,TYSON FRESH MEATS INC,4700 HWY 75 S,SHERMAN,GRAYSON,TX,75090,,,33.5807,-96.605531,NAD83,TYSON FOODS INC,006903702,TYSON FOODS INC,1.10064E+11,,,NO,311,Food,2013,NA,,,,,311612,,,,,,1.38701E+12,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77530RCCHM2502S,1.1E+11,LYONDELL CHEMICAL CO,2502 SHELDON RD,CHANNELVIEW,HARRIS,TX,77530,,,29.816654,-95.107603,NAD83,LYONDELLBASELL FINANCE CO,194123154,LYONDELLBASELL FINANCE CO,1.1E+11,LYONDELLB,,NO,325,Chemicals,2865,2869,NA,,,,325199,,,,,,1.38701E+12,Chloroethane,NO,0000075003,75-00-3,5223,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77507CRPNT11002,1.1E+11,E R CARPENTER LP,11002 CHOATE RD,PASADENA,HARRIS,TX,77507,,,29.62001,-95.0455,NAD83,CARPENTER CO,003109444,CARPENTER CO,1.1E+11,NA,,NO,325,Chemicals,2869,,,,,,325199,,,,,,1.38701E+12,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,15833,0,0,0,0,0,0,0,0,0,0,0,0,15833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15833,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75062MHWKL2730C,1.10056E+11,NCH CORP MOHAWK LABS DIV,2730 CARL RD,IRVING,DALLAS,TX,75062,,,32.842889,-96.929722,NAD83,NCH CORP,008963910,NCH CORP,1.10056E+11,NA,,NO,325,Chemicals,2842,,,,,,325612,,,,,,1.38701E+12,Certain glycol ethers,NO,N230,N230,649541,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,0,0,500,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,0,0,0,0,19600,0,0,0,0,0,0,0,0,0,250,0,19850,500,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75712NTNLCEASTT,1.1E+11,NATIONAL CASEIN CO,13039 GAUT AVE,TYLER,SMITH,TX,75708,,,32.43325,-95.19041,NAD83,NATIONAL CASEIN CO,007333826,NATIONAL CASEIN CO,1.1E+11,,,NO,325,Chemicals,2891,NA,,,,,325520,,,,,,1.38701E+12,Ethyl acrylate,NO,0000140885,140-88-5,37929,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75006THGLD1900J,1.1E+11,PPG ARCHITECTURAL COATINGS,1900 N JOSEY LN,CARROLLTON,DALLAS,TX,75006,,,32.94114,-96.89052,NAD83,PPG INDUSTRIES INC,001344803,PPG INDUSTRIES INC,1.1E+11,NA,,NO,325,Chemicals,2851,NA,,,,,325510,,,,,,1.38701E+12,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,78410CCPCC1501M,1.1E+11,EQUISTAR CHEMICALS LP,1501 MCKINZIE RD,CORPUS CHRISTI,NUECES,TX,78410,,,27.81,-97.593611,NAD83,LYONDELLBASELL INDUSTRIES,969557263,LYONDELLBASELL FINANCE CO,1.1E+11,LYONDELLB,,NO,325,Chemicals,2869,,,,,,325110,,,,,,1.38701E+12,Biphenyl,NO,0000092524,92-52-4,14183,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77720THGDYINTER,1.10062E+11,GOODYEAR TIRE & RUBBER CO,11241 INTERSTATE HWY 10,BEAUMONT,JEFFERSON,TX,77705,,,29.976111,-94.218333,NAD83,THE GOODYEAR TIRE & RUBBER CO,004467924,THE GOODYEAR TIRE & RUBBER CO,1.10062E+11,NA,,NO,325,Chemicals,2822,2821,2869,,,,325212,,,,,,1.38701E+12,Nickel compounds,NO,N495,N495,650036,YES,TRI,YES,Metal complound categories,YES,NO,NO,R,Pounds,250,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,76101MRCNH1734E,1.10001E+11,INTERNATIONAL HOME FOODS INC,1734 E EL PASO ST,FORT WORTH,TARRANT,TX,76102,,,32.743907,-97.310259,NAD83,INTERNATIONAL HOME FOODS INC,NA,,1.10001E+11,,,NO,311,Food,2032,,,,,,311422,,,,,,1.38701E+12,Phosphoric acid,NO,0007664382,7664-38-2,152363,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17743,17743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17743,0,17743,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75006TBFRM1533C,1.1E+11,TUBE FORMING INC,1533 CRESCENT DR,CARROLLTON,DALLAS,TX,75006,,,32.95843,-96.91676,NAD83,WOLVERINE TUBE INC,602362303,,1.1E+11,,,NO,332,Fabricated Metals,3499,3444,,,,,332996,,,,,,1.38701E+12,Copper,NO,0007440508,7440-50-8,150086,NO,TRI,YES,Elemental metals,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218968,218968,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77541GLFCH302MI,1.10071E+11,GLADIEUX METALS RECYCLING LLC,302 MIDWAY RD,FREEPORT,BRAZORIA,TX,77541,,,28.956655,-95.338289,NAD83,NA,,NA,1.10001E+11,NA,,NO,331,Primary Metals,3341,NA,,,,,331491,,,,,,1.38701E+12,Aluminum oxide (fibrous forms),NO,0001344281,1344-28-1,86132,NO,TRI,NO,Metals with qualifiers,NO,NO,NO,R,Pounds,384597,26540,253,0,0,0,0,0,0,0,0,0,0,0,411390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411390,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77028RSSLL4004H,1.10001E+11,MAUSER CORP.,4004 HOMESTEAD RD,HOUSTON,HARRIS,TX,77028,,,29.79642,-95.30175,NAD83,NA,,MAUSER CORP,1.10001E+11,NA,,NO,332,Fabricated Metals,3412,,,,,,332439,,,,,,1.38701E+12,Toluene,NO,0000108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,66300,0,0,0,0,0,0,0,0,0,0,0,0,66300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66300,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75110JTCCHEASTH,1.10001E+11,TREMCO CPG MANUFACTURING CORP. CORSICANA FACILITY,2733 EAST HIGHWAY 31,CORSICANA,NAVARRO,TX,75109,,,32.098827,-96.42314,NAD83,RPM INTERNATIONAL INC,004155651,RPM INTERNATIONAL INC,1.10001E+11,NA,,NO,325,Chemicals,2869,,,,,,325199,,,,,,1.38701E+12,Chloromethane,NO,0000074873,74-87-3,5116,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,6,9856,0,0,0,0,0,0,0,0,0,0,0,0,9862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77507PTRLT13200,1.1E+11,BAKER PETROLITE BAYPORT FACILI TY,13200 BAY PARK RD,PASADENA,HARRIS,TX,77507,,,29.647681,-95.063794,NAD83,BAKER HUGHES HOLDINGS LLC,174987909,BAKER HUGHES HOLDINGS LLC,1.1E+11,NA,,NO,325,Chemicals,2899,NA,,,,,325998,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,0001310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,79008CMNCMFMROA,1.10057E+11,NUTRIEN US LLC,9201 FM RD 1551,BORGER,HUTCHINSON,TX,79007,,,35.6417,-101.4228,NAD83,NUTRIEN US TOPCO LLC,NA,NUTRIEN US TOPCO LLC,1.10057E+11,NUTRIEN L,,NO,325,Chemicals,2873,NA,,,,,325311,,,,,,1.38701E+12,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,750,750,0,938000,0,0,0,0,0,62910,0,0,0,0,1002410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002410,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,79008PHLLP2MILE,1.10042E+11,CHEVRON PHILLIPS CHEMICAL CO LP BORGER PLANT,SPUR 119 E,BORGER,HUTCHINSON,TX,79007,,,35.6995,-101.353083,NAD83,CHEVRON PHILLIPS CHEMICAL CO LLC,152975665,CHEVRON PHILLIPS CHEMICAL CO LLC,1.10042E+11,NA,,NO,325,Chemicals,2869,2821,,,,,325110,,,,,,1.38701E+12,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,160000,19000,250,0,0,0,0,0,0,0,5000,0,0,0,184250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184250,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75244MXWLL4800S,1.10012E+11,QUEBECOR WORLD DALLAS INC.,4800 SPRING VALLEY RD,DALLAS,DALLAS,TX,75244,,,32.938611,-96.827772,NAD83,QUEBECOR WORLD,006265649,,1.10012E+11,,,NO,323,Printing,2754,2752,,,,,323111,,,,,,1.38701E+12,Chromium compounds (except for chromite ore mined in the Transvaal Region),NO,N090,N090,649475,YES,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,266,266,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,76137MTRLN5555N,1.10002E+11,MOTOROLA INC,5555 N BEACH ST,FORT WORTH,TARRANT,TX,76137,,,32.843937,-97.29069,NAD83,NA,NA,,1.10002E+11,,,NO,334,Computers and Electronic Products,INVA,NA,,,,,334413,,,,,,1.38701E+12,"1,1,1-Trichloroethane",NO,0000071556,71-55-6,4796,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,59000,0,0,0,0,0,0,0,0,0,0,0,0,59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,60850,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77536SHLLLHIGHW,1.10031E+11,SHELL CHEMICAL LP,5900 HWY 225 EAST,DEER PARK,HARRIS,TX,77536,,,29.722222,-95.126944,NAD83,SHELL PETROLEUM INC,131489817,SHELL PETROLEUM INC,1.10067E+11,SHELL PLC,,NO,324,Petroleum,2911,2869,2899,,,,324110,,,,,,1.38701E+12,Phosphoric acid,NO,0007664382,7664-38-2,152363,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77522CHVRN9500I,1.10007E+11,CHEVRON PHILLIPS CHEMICAL CO LP,9500 IH-10 E,BAYTOWN,HARRIS,TX,77521,,,29.826,-94.921917,NAD83,CHEVRON PHILLIPS CHEMICAL CO LLC,152975665,CHEVRON PHILLIPS CHEMICAL CO LLC,1.10007E+11,NA,,NO,325,Chemicals,2869,2821,,,,,325110,,,,,,1.38701E+12,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,2225,917,0,0,0,0,0,0,0,0,0,0,0,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77522XXNBY2800D,1.10001E+11,EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),2800 DECKER DR,BAYTOWN,HARRIS,TX,775202099,,,29.739444,-95.006944,NAD83,EXXON MOBIL CORP,001213214,EXXON MOBIL CORP,1.10001E+11,,,NO,324,Petroleum,2911,5171,NA,,,,324110,,,,,,1.38701E+12,Benzene,NO,0000071432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,53000,80000,2900,0,0,0,0,0,0,2200,0,0,0,0,138100,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,138350,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,75209TXSNS6000L,1.1E+11,RAYTHEON CO LEMMON AVENUE,6000 LEMMON AVE,DALLAS,DALLAS,TX,75209,,,32.83147,-96.82776,NAD83,RAYTHEON TECHNOLOGIES CORP,001339159,RTX CORP,1.1E+11,NA,,NO,332,Fabricated Metals,3499,3471,NA,,,,332813,,,,,,1.38701E+12,Trichloroethylene,NO,0000079016,79-01-6,7526,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,5558,0,0,0,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4950,10508,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,76711QPMNT500SV,1.10002E+11,EQUIPMENT MANUFACTURING CORP,500 SOUTH VALLEY MILLS DR,WACO,MCLENNAN,TX,76711,,,31.52687,-97.15577,NAD83,NA,NA,,1.10002E+11,,,NO,336,Transportation Equipment,3714,,,,,,336211,,,,,,1.38701E+12,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77487NLCCH7701U,1.10024E+11,CHAMPIONX-SUGAR LAND,7701 US HWY 90A,SUGAR LAND,FORT BEND,TX,77478,,,29.6192,-95.6375,NAD83,CHAMPIONX CORP,004962403,CHAMPIONX CORP,1.10024E+11,NA,,NO,325,Chemicals,2899,2869,2843,,,,325998,,,,,,1.38701E+12,Ethylene glycol,NO,0000107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1200,14,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,5900,5900,0,0,0,0,0,3600,0,0,1200,0,0,0,0,0,0,0,0,0,0,4800,1700,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,5900,0,12400,6014,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77487NLCCH7701U,1.10024E+11,CHAMPIONX-SUGAR LAND,7701 US HWY 90A,SUGAR LAND,FORT BEND,TX,77478,,,29.6192,-95.6375,NAD83,CHAMPIONX CORP,004962403,CHAMPIONX CORP,1.10024E+11,NA,,NO,325,Chemicals,2899,2869,2843,,,,325998,,,,,,1.38701E+12,Epichlorohydrin,NO,0000106898,106-89-8,23945,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,2700,220,0,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,77586HCHST11807,1.10064E+11,CELANESE LTD BAYPORT TERMINAL,11807 PORT RD,SEABROOK,HARRIS,TX,77586,,,29.60401,-95.02457,NAD83,CELANESE AMERICAS CORP,947592879,,1.10064E+11,,,NO,4246,Chemical Wholesalers,5161,,,,,,424690,,,,,,1.38701E+12,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,24779,4337,360,0,0,0,0,0,0,0,0,0,0,0,29476,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,29559,0,0,0,0,0,0,0,0,0,0,0,0,,,
